"Company Name","Address","City","State","Zip","Phone","Email","Website","Description","Representatives"
"Kent State LGBTQ+ Center","","","","","","","https://www.facebook.com/ksulgbt/","",""
"Kerns Roofing & Restoration","","","","","","","https://www.kernsroofing.com/","",""
"Kerns Roofing & Restoration","","","","","","","https://www.kernsroofing.com/","",""
"Kim Karbon Photography","","","","","","","http://kimkarbonphotography.com/","",""
"Kindred Harbor Behavioral Health","","","","","","","http://kindredharbor.org/","",""
"Kindred Harbor Behavioral Health","","","","","","","http://kindredharbor.org/","",""
"King Nut Companies","","","","","","","http://www.kingnut.com/","",""
"King Nut Companies","","","","","","","http://www.kingnut.com/","",""
"Kingsville Lodge","","","","","","","http://www.kingsvillelodge.com/","",""
"Kingsville Lodge","","","","","","","http://www.kingsvillelodge.com/","",""
"Kolt Industrial Solutions LLC","","","","","","","http://www.koltindustrialsolutions.com/","",""
"Kolt Industrial Solutions LLC","","","","","","","http://www.koltindustrialsolutions.com/","",""
"KW Design","","","","","","","http://www.kwdesigncle.com/","",""
"KW Design","","","","","","","http://www.kwdesigncle.com/","",""
"Lady Luck Studio LLC","","","","","","","http://ladyluck.studio/","",""
"Lady Luck Studio LLC","","","","","","","http://ladyluck.studio/","",""
"Lago Custom Events","","","","","","","http://lagocustomevents.com/","",""
"Lago Custom Events","","","","","","","http://lagocustomevents.com/","",""
"Lasting Impressions Event Rental","","","","","","","http://www.lirents.net/","",""
"Lasting Impressions Event Rental","","","","","","","http://www.lirents.net/","",""
"Lavender & Lace Event Rentals","","","","","","","https://www.lavenderandlacerentals.com/","",""
"Lavender & Lace Event Rentals","","","","","","","https://www.lavenderandlacerentals.com/","",""
"Law Enforcement Management Solutions (LEMS)","","","","","","","http://lems.services/","",""
"Law Enforcement Management Solutions (LEMS)","","","","","","","http://lems.services/","",""
"LDR Worldwide","","","","","","","http://ldrworldwide.com/","",""
"LDR Worldwide","","","","","","","http://ldrworldwide.com/","",""
"Leasurely Crafts","","","","","","","http://leasurelycrafts.com/","",""
"Leasurely Crafts","","","","","","","http://leasurelycrafts.com/","",""
"Left of Str8 Media and Consulting","","","","","","","http://www.leftofstr8.com/","",""
"Left of Str8 Media and Consulting","","","","","","","http://www.leftofstr8.com/","",""
"Legal Aid Society of Cleveland","","","","","","careers@lasclev.org","http://lasclev.org/","",""
"Legal Aid Society of Cleveland","","","","","","careers@lasclev.org","http://lasclev.org/","",""
"Leigh Bacho Photography LLC","","","","","","","http://laurenbachophoto.com/","",""
"Lepley & Co","","","","","","","https://www.lepleyandco.com/","",""
"Lepley & Co","","","","","","","https://www.lepleyandco.com/","",""
"LGBTQ+ Allies Lake County","","","","","","","http://www.lgbtlakecounty.com/","",""
"LGBTQ+ Allies Lake County","","","","","","","http://www.lgbtlakecounty.com/","",""
"LGBTQ+ Lorain County","","","","","","","https://www.lgbtqloraincounty.com/","",""
"LGBTQ+ Lorain County","","","","","","","https://www.lgbtqloraincounty.com/","",""
"LGBTQIA Coalition","","","","","","","https://maps.google.com/maps?f=q&source=s_q&geocode=&q=+(LGBTQIA+Coalition)&ie=UTF8&t=m&z=14&iwloc=near","",""
"LGBTQIA Coalition","","","","","","","https://maps.google.com/maps?f=q&source=s_q&geocode=&q=+(LGBTQIA+Coalition)&ie=UTF8&t=m&z=14&iwloc=near","",""
"Licursi Bartending & Event Management Services","","","","","","","http://www.licursibartending.com/","",""
"Licursi Bartending & Event Management Services","","","","","","","http://www.licursibartending.com/","",""
"Life Equity LLC","","","","","","","http://www.lifeequity.com/","",""
"Life Equity LLC","","","","","","","http://www.lifeequity.com/","",""
"Liminal Esports LLC dba Snowbright Studio","","","","","","","https://snowbrightstudio.com/","",""
"Liminal Esports LLC dba Snowbright Studio","","","","","","","https://snowbrightstudio.com/","",""
"Linear Creative LLC","","","","","","","http://www.linearcreative.com/","",""
"Linear Creative LLC","","","","","","","http://www.linearcreative.com/","",""
"Little Rose Tavern","","","","","","","https://www.facebook.com/LittleRoseTavern","",""
"Little Rose Tavern","","","","","","","https://www.facebook.com/LittleRoseTavern","",""
"Lorain County Chamber of Commerce","","","","","","","http://www.loraincountychamber.com/","",""
"Lorain County Chamber of Commerce","","","","","","","http://www.loraincountychamber.com/","",""
"LOVEboldly","","","","","","","https://www.loveboldly.net/","",""
"LOVEboldly","","","","","","","https://www.loveboldly.net/","",""
"Lakewood Alive","","","","","","","","",""
"Main Street Kent","","","","","","","https://mainstreetkent.org/","",""
"Main Street Kent","","","","","","","https://mainstreetkent.org/","",""
"Manic Pixie Dream Market","","","","","","","http://manicpixiedreammarket.com/","",""
"Manic Pixie Dream Market","","","","","","","http://manicpixiedreammarket.com/","",""
"Margie's Hope","","","","","","","http://margieshope.org/","",""
"Maria’s Permanent Hair Removal, LLC","","","","","","","http://www.mariashairremoval.com/","",""
"Maria’s Permanent Hair Removal, LLC","","","","","","","http://www.mariashairremoval.com/","",""
"Marigold Catering","","","","","","","http://marigoldcatering.com/","",""
"Marigold Catering","","","","","","","http://marigoldcatering.com/","",""
"Maris Equi","","","","","","","http://marisequi.com/","",""
"Marissa Patsey LPCC","","","","","","","http://www.marissapatsey.com/","",""
"Marissa Patsey LPCC","","","","","","","http://www.marissapatsey.com/","",""
"Marquez Development","","","","","","","https://www.linkedin.com/in/richardmarquezjr","",""
"Marquez Development","","","","","","","https://www.linkedin.com/in/richardmarquezjr","",""
"Masuda Law, LLC","","","","","","","http://masudalawllc.com/","",""
"Matt Rolf Attorney LLC","","","","","","","http://mattrolfattorneyllc.com/","",""
"Matt Rolf Attorney LLC","","","","","","","http://mattrolfattorneyllc.com/","",""
"Mavuno of Ohio","","","","","","","http://www.mavunoofoh.com/","",""
"Mavuno of Ohio","","","","","","","http://www.mavunoofoh.com/","",""
"MB Detailing","","","","","","","http://www.mbdetail.com/","",""
"MB Detailing","","","","","","","http://www.mbdetail.com/","",""
"MDTX Logistics, LLC","","","","","","","https://sites.google.com/view/mdtxlogisticsllc","",""
"MDTX Logistics, LLC","","","","","","","https://sites.google.com/view/mdtxlogisticsllc","",""
"media schmedia LLC","","","","","","","https://media-schmedia.com/","",""
"Medical Mobile of Ohio","","","","","","","http://medicalmobileohio.com/","",""
"Medical Mobile of Ohio","","","","","","","http://medicalmobileohio.com/","",""
"Medical Mutual","","","","","","lydia.shinn@medmutual.com","http://www.medmutual.com/","",""
"Medical Mutual","","","","","","lydia.shinn@medmutual.com","http://www.medmutual.com/","",""
"MJB Immigration","","","","","","","http://www.mjbimmigration.com/","",""
"MJB Immigration","","","","","","","http://www.mjbimmigration.com/","",""
"MOD Network LLC","","","","","","","http://www.mod.network/","",""
"MOD Network LLC","","","","","","","http://www.mod.network/","",""
"Modern Real Estate Services LLC dba Modern Title","","","","","","","http://moderntitleohio.com/","",""
"Modern Real Estate Services LLC dba Modern Title","","","","","","","http://moderntitleohio.com/","",""
"Morgan Financial Associates, LLC","","","","","","","https://www.morganfinancialassoc.com/","",""
"Morgan Financial Associates, LLC","","","","","","","https://www.morganfinancialassoc.com/","",""
"Mullen Insurance Solutions LLC","","","","","","","http://www.mulleninsurancesolutions.com/","",""
"Mullen Insurance Solutions LLC","","","","","","","http://www.mulleninsurancesolutions.com/","",""
"Multi Cultural Queer+ Association","","","","","","","http://www.mcultural.org/","",""
"Multi Cultural Queer+ Association","","","","","","","http://www.mcultural.org/","",""
"Museum of Contemporary Art Cleveland","","","","","","apply@mocacleveland.org","http://www.mocacleveland.org/","",""
"Museum of Contemporary Art Cleveland","","","","","","apply@mocacleveland.org","http://www.mocacleveland.org/","",""
"My Noble Path","","","","","","","http://www.mynoblepath.com/","",""
"Mary Kate Meals","","","","","","","","",""
"Morgan Stanley","","","","","","","https://advisor.morganstanley.com/200-public-square-group","",""
"Nadas Law, LLC","","","","","","","http://www.nadaslaw.com/","",""
"Nadas Law, LLC","","","","","","","http://www.nadaslaw.com/","",""
"Navigate Counseling and Consultation Services","","","","","","","http://www.navigatecounseling.org/","",""
"Navigate Counseling and Consultation Services","","","","","","","http://www.navigatecounseling.org/","",""
"Near West Theatre","","","","","","","http://www.nearwesttheatre.org/","",""
"Near West Theatre","","","","","","","http://www.nearwesttheatre.org/","",""
"Neighborhood Family Practice","","","","","","jcastellano@nfpmedcenter.org","https://www.nfpmedcenter.org/","",""
"Neighborhood Family Practice","","","","","","jcastellano@nfpmedcenter.org","https://www.nfpmedcenter.org/","",""
"Nestle","","","","","","","http://www.nestleusa.com/","",""
"Nestle","","","","","","","http://www.nestleusa.com/","",""
"Next Level Therapy","","","","","","","https://www.nextleveltherapy.net/","",""
"Next Level Therapy","","","","","","","https://www.nextleveltherapy.net/","",""
"Nightsweats & T-cells","","","","","","","http://www.nightsweats.com/","",""
"Nightsweats & T-cells","","","","","","","http://www.nightsweats.com/","",""
"Ninja City Gordon Square LLC","","","","","","","http://ninjacity.com/","",""
"Ninja City Gordon Square LLC","","","","","","","http://ninjacity.com/","",""
"NOAS","","","","","","","https://noas.com/","",""
"NOAS","","","","","","","https://noas.com/","",""
"Nomz, LLC","","","","","","","https://www.nomzeatz.com/","",""
"Nomz, LLC","","","","","","","https://www.nomzeatz.com/","",""
"North Coast Men's Chorus","","","","","","","https://ncmchorus.org/","",""
"North Coast Men's Chorus","","","","","","","https://ncmchorus.org/","",""
"Northeast Ohio Coalition for the Homeless","","","","","","","http://www.neoch.org/","",""
"Northeast Ohio Coalition for the Homeless","","","","","","","http://www.neoch.org/","",""
"Northeast Ohio Regional Sewer District","","","","","","","https://www.neorsd.org/","",""
"Northeast Ohio Regional Sewer District","","","","","","","https://www.neorsd.org/","",""
"Northside Marketplace","","","","","","","https://www.northsidemarketplace.com/","",""
"Northside Marketplace","","","","","","","https://www.northsidemarketplace.com/","",""
"Northwest Bank","","","","","","","https://www.northwest.bank/","",""
"Northwest Bank","","","","","","","https://www.northwest.bank/","",""
"Northwest Neighborhoods","","","","","","","https://www.nwneighborhoods.org/","",""
"Northwest Neighborhoods","","","","","","","https://www.nwneighborhoods.org/","",""
"Nueva Luz Urban Resource Center","","","","","","","http://www.nlurc.org/","",""
"Nueva Luz Urban Resource Center","","","","","","","http://www.nlurc.org/","",""
"NAACP Cleveland","","","","","","","https://clevelandnaacp.org/","",""
"National Gay & Lesbian Chamber of Commerce (NGLCC)","","","","","","","","",""
"Oasis Counseling Solutions, LLC","","","","","","","https://ocsohio.com/","",""
"O'Flanagan All-Purpose Services LLC","","","","","","","https://oapsie.com/","",""
"O'Flanagan All-Purpose Services LLC","","","","","","","https://oapsie.com/","",""
"Old Brooklyn Community Development Corporation","","","","","","","https://www.oldbrooklyn.com/","",""
"Old Brooklyn Community Development Corporation","","","","","","","https://www.oldbrooklyn.com/","",""
"Old Stone Capital Partners LLC","","","","","","","http://www.oldstonecapital.com/","",""
"Old Stone Capital Partners LLC","","","","","","","http://www.oldstonecapital.com/","",""
"On Air Communications","","","","","","","https://www.linkedin.com/company/on-air-communications","",""
"On Air Communications","","","","","","","https://www.linkedin.com/company/on-air-communications","",""
"Open Arms Adoptions","","","","","","","http://www.openarmsadopt.com/","",""
"Open Arms Adoptions","","","","","","","http://www.openarmsadopt.com/","",""
"Organizational Architecture, Inc.","","","","","","","http://oahumanresources.com/","",""
"Organizational Architecture, Inc.","","","","","","","http://oahumanresources.com/","",""
"Oswald Companies","","","","","","amcnutt@oswaldcompanies.com","http://www.oswaldcompanies.com/","",""
"Oswald Companies","","","","","","amcnutt@oswaldcompanies.com","http://www.oswaldcompanies.com/","",""
"Out Fitness Collective","","","","","","","https://out.fitness/","",""
"Out Fitness Collective","","","","","","","https://out.fitness/","",""
"Out In Tech","","","","","","","","",""
"Out In Tech","","","","","","","","",""
"OverDrive","","","","","","","http://www.overdrive.com/","",""
"OverDrive","","","","","","","http://www.overdrive.com/","",""
"Oberlin College","","","","","","","https://www.oberlin.edu/","",""
"Paige Mireles Photography","","","","","","","https://paigemireles.com/author/pmirelesphotographygmail-com/page/3/","",""
"Paige Mireles Photography","","","","","","","https://paigemireles.com/author/pmirelesphotographygmail-com/page/3/","",""
"Palmer Event Solutions","","","","","","","https://www.palmereventsolutions.com/","",""
"Palmer Event Solutions","","","","","","","https://www.palmereventsolutions.com/","",""
"Pango Apparel","","","","","","","https://www.facebook.com/profile.php?id=61556810552512","",""
"Perkoski Photography","","","","","","","http://www.perkoski.com/","",""
"Perkoski Photography","","","","","","","http://www.perkoski.com/","",""
"Pet-tique","","","","","","","http://www.pettique.com/","",""
"Pet-tique","","","","","","","http://www.pettique.com/","",""
"PFLAG Akron","","","","","","","http://www.pflagakron.com/","",""
"PFLAG Akron","","","","","","","http://www.pflagakron.com/","",""
"PFLAG Cleveland","","","","","","","http://www.pflagcleveland.org/","",""
"PFLAG Cleveland","","","","","","","http://www.pflagcleveland.org/","",""
"Playhouse Square","","","","","","","https://www.playhousesquare.org/events-tickets/group-tickets-1","",""
"Playhouse Square","","","","","","","https://www.playhousesquare.org/events-tickets/group-tickets-1","",""
"PNC Bank","","","","","","","https://www.linkedin.com/company/pnc-bank/","",""
"PNC Bank","","","","","","","https://www.linkedin.com/company/pnc-bank/","",""
"PortoSpire","","","","","","","https://www.portospire.com/","",""
"PortoSpire","","","","","","","https://www.portospire.com/","",""
"Prestige Cleaning and Windows","","","","","","","http://www.prestigecleaningandwindows.com/","",""
"Prestige Cleaning and Windows","","","","","","","http://www.prestigecleaningandwindows.com/","",""
"PRN Solutions","","","","","","","http://www.prn4hme.com/","",""
"PRN Solutions","","","","","","","http://www.prn4hme.com/","",""
"Propped Productions","","","","","","","http://www.proppedproductions.com/","",""
"Propped Productions","","","","","","","http://www.proppedproductions.com/","",""
"Rainbow of Hope Counseling LLC","","","","","","","https://www.inclusivetherapists.com/mary-wesley-cna-msw-lisw-s-lmsw","",""
"RECESS GAMES","","","","","","","http://recess.net/","",""
"RECESS GAMES","","","","","","","http://recess.net/","",""
"Reddy or Knot Design, LLC","","","","","","","http://www.reddyorknot.com/","",""
"Reddy or Knot Design, LLC","","","","","","","http://www.reddyorknot.com/","",""
"Redefined LLC","","","","","","","https://iamredefined.org/","",""
"Redefined LLC","","","","","","","https://iamredefined.org/","",""
"Rock The House Entertainment Group, Inc.","","","","","","","http://www.rthgroup.com/","",""
"Rock The House Entertainment Group, Inc.","","","","","","","http://www.rthgroup.com/","",""
"Rockwell Automation","","","","","","","https://www.rockwellautomation.com/","",""
"Rockwell Automation","","","","","","","https://www.rockwellautomation.com/","",""
"Safe Pass Driving School","","","","","","","http://safepasscle.com/","",""
"Safe Pass Driving School","","","","","","","http://safepasscle.com/","",""
"Sage & Maven, LLC","","","","","","","http://www.sageandmaven.com/","",""
"Sappho and Her Beans","","","","","","","http://sapphoandherbeans.com/","",""
"Sappho and Her Beans","","","","","","","http://sapphoandherbeans.com/","",""
"Saucisson","","","","","","","http://www.saucissoncleveland.com/","",""
"Saucisson","","","","","","","http://www.saucissoncleveland.com/","",""
"Scarlato's Pizzeria","","","","","","","https://www.facebook.com/profile.php?id=100086304391498","",""
"Scarlato's Pizzeria","","","","","","","https://www.facebook.com/profile.php?id=100086304391498","",""
"Seeds of Literacy","","","","","","","http://seedsofliteracy.org/","",""
"Seeds of Literacy","","","","","","","http://seedsofliteracy.org/","",""
"Shamus Dickinson - Howard Hanna Real Estate Services","","","","","","","https://shamusdickinson.howardhanna.com/","",""
"Shearer's Foods LLC","","","","","","","http://www.shearers.com/","",""
"Shearer's Foods LLC","","","","","","","http://www.shearers.com/","",""
"Shiny Penny Studios","","","","","","","http://www.shinypennystudios.com/","",""
"Shiny Penny Studios","","","","","","","http://www.shinypennystudios.com/","",""
"Sisters of Economic Action","","","","","","","https://sistersofecon.org/","",""
"Sisters of Economic Action","","","","","","","https://sistersofecon.org/","",""
"Sits 'n Wiggles Dog Training 'n Behavior Consulting","","","","","","","http://www.sitsnwigglescle.com/","",""
"Sits 'n Wiggles Dog Training 'n Behavior Consulting","","","","","","","http://www.sitsnwigglescle.com/","",""
"Skidmark Garage CLE","","","","","","","http://www.skidmarkgarage.com/","",""
"Skidmark Garage CLE","","","","","","","http://www.skidmarkgarage.com/","",""
"SkinnyBoy Media","","","","","","","https://skinnyboymedia.com/","",""
"SkinnyBoy Media","","","","","","","https://skinnyboymedia.com/","",""
"Skylight Financial Group","","","","","","","http://www.skylightfinancialgroup.com/","",""
"Skylight Financial Group","","","","","","","http://www.skylightfinancialgroup.com/","",""
"Smart-LE","","","","","","","https://smartlevr.com/","",""
"Smart-LE","","","","","","","https://smartlevr.com/","",""
"Sokany Strategic Consulting, LLC","","","","","","","https://www.linkedin.com/in/stephen-sokany","",""
"Sokany Strategic Consulting, LLC","","","","","","","https://www.linkedin.com/in/stephen-sokany","",""
"Solidago Business Advisors","","","","","","","https://www.solidagobusiness.com/","",""
"Solidago Business Advisors","","","","","","","https://www.solidagobusiness.com/","",""
"Sophie La Gourmande","","","","","","","https://www.sophielagourmande.com/","",""
"Sophie La Gourmande","","","","","","","https://www.sophielagourmande.com/","",""
"Stan Hywet Hall & Gardens","","","","","","","https://stanhywet.org/tours-admission","",""
"Stan Hywet Hall & Gardens","","","","","","","https://stanhywet.org/tours-admission","",""
"Statement Limousine, LLC","","","","","","","http://www.statementlimo.com/","",""
"Statement Limousine, LLC","","","","","","","http://www.statementlimo.com/","",""
"STEM Handmade Soap","","","","","","","http://stemsoaps.com/","",""
"STEM Handmade Soap","","","","","","","http://stemsoaps.com/","",""
"Stonewall Columbus","","","","","","","https://stonewallcolumbus.org/","",""
"Stonewall Columbus","","","","","","","https://stonewallcolumbus.org/","",""
"Stonewall Sports","","","","","","","","",""
"Stonewall Sports","","","","","","","","",""
"Streamline Technology Group","","","","","","","http://www.stgohio.com/","",""
"Streamline Technology Group","","","","","","","http://www.stgohio.com/","",""
"Studio West 117","","","","","","","https://studiowest117.com/","",""
"Studio West 117","","","","","","","https://studiowest117.com/","",""
"Summa Health","","","","","","","http://www.summahealth.org/","",""
"Summa Health","","","","","","","http://www.summahealth.org/","",""
"Sustainable Economies Consulting LLC","","","","","","","http://www.sustainableeconomiesconsulting.com/","",""
"Swarm Strategy","","","","","","","http://www.swarmstrategy.us/","",""
"Swarm Strategy","","","","","","","http://www.swarmstrategy.us/","",""
"Sweets and Geeks","","","","","","","http://sweetsandgeeks.com/","",""
"Sweets and Geeks","","","","","","","http://sweetsandgeeks.com/","",""
"Szabó Services, LLC","","","","","","","http://www.szaboservices.com/","",""
"Szabó Services, LLC","","","","","","","http://www.szaboservices.com/","",""
"Szweda Consulting, LLC","","","","","","","http://szwedaconsulting.com/","",""
"T. Potter Instructional Design","","","","","","","https://tpotterdesign.com/","",""
"T. Potter Instructional Design","","","","","","","https://tpotterdesign.com/","",""
"Talespinner Children's Theatre","","","","","","","http://www.talespinnerchildrenstheatre.org/","",""
"Talespinner Children's Theatre","","","","","","","http://www.talespinnerchildrenstheatre.org/","",""
"Teambff-Paparazzi Accessories","","","","","","","https://shop.paparazzipremiere.com/TeamBFF","",""
"Teambff-Paparazzi Accessories","","","","","","","https://shop.paparazzipremiere.com/TeamBFF","",""
"The Brother's Lounge","","","","","","","https://www.brotherslounge.com/","",""
"The Brother's Lounge","","","","","","","https://www.brotherslounge.com/","",""
"The Buckeye Flame","","","","","","","http://www.thebuckeyeflame.com/","",""
"The Buckeye Flame","","","","","","","http://www.thebuckeyeflame.com/","",""
"The Center for Community Solutions","","","","","","","http://www.communitysolutions.com/","",""
"The Center for Community Solutions","","","","","","","http://www.communitysolutions.com/","",""
"The Center for Student Diversity and Inclusion at John Carroll University","","","","","","","https://www.jcu.edu/csdi","",""
"The Center for Student Diversity and Inclusion at John Carroll University","","","","","","","https://www.jcu.edu/csdi","",""
"The City Club of Cleveland","","","","","","","http://cityclub.org/","",""
"The City Club of Cleveland","","","","","","","http://cityclub.org/","",""
"The Davey Tree Expert Company","","","","","","","https://www.davey.com/","",""
"The Davey Tree Expert Company","","","","","","","https://www.davey.com/","",""
"The Diversity Center of Northeast Ohio","","","","","","","http://www.diversitycenterneo.org/","",""
"The Diversity Center of Northeast Ohio","","","","","","","http://www.diversitycenterneo.org/","",""
"The Elliot","","","","","","","http://www.theelliotcle.com/","",""
"The Elliot","","","","","","","http://www.theelliotcle.com/","",""
"The Energy Producer Entertainment","","","","","","","https://www.theenergyproducer.com/","",""
"The Energy Producer Entertainment","","","","","","","https://www.theenergyproducer.com/","",""
"The Goodwill Industries of Akron, Ohio, Inc.","","","","","","","http://www.goodwillakron.org/","",""
"The Goodwill Industries of Akron, Ohio, Inc.","","","","","","","http://www.goodwillakron.org/","",""
"The Goodyear Tire & Rubber Company","","","","","","jordan_kachmarik@goodyear.com","http://www.goodyear.com/","",""
"The Goodyear Tire & Rubber Company","","","","","","jordan_kachmarik@goodyear.com","http://www.goodyear.com/","",""
"The Green Photograph","","","","","","","http://www.thegreenphotograph.com/","",""
"The Green Photograph","","","","","","","http://www.thegreenphotograph.com/","",""
"The Home Is Key","","","","","","","https://thehomeiskey.com/","",""
"The Home Is Key","","","","","","","https://thehomeiskey.com/","",""
"The J.M. Smucker Company","","","","","","","https://www.jmsmucker.com/","",""
"The J.M. Smucker Company","","","","","","","https://www.jmsmucker.com/","",""
"The Keep Safe Insurance","","","","","","","https://www.facebook.com/karry.trotter/","",""
"The Keep Safe Insurance","","","","","","","https://www.facebook.com/karry.trotter/","",""
"The LGBT Community Center of Greater Cleveland","","","","","","","http://www.lgbtcleveland.org/","",""
"The LGBT Community Center of Greater Cleveland","","","","","","","http://www.lgbtcleveland.org/","",""
"The Lubrizol Corporation","","","","","","","http://www.lubrizol.com/","",""
"The Lubrizol Corporation","","","","","","","http://www.lubrizol.com/","",""
"The Madison","","","","","","","http://www.themadisonvenue.com/","",""
"The Madison","","","","","","","http://www.themadisonvenue.com/","",""
"The Mallicoat Group- CrossCountry Mortgage LLC","","","","","","","http://www.themallicoatgroup.com/","",""
"The Mallicoat Group- CrossCountry Mortgage LLC","","","","","","","http://www.themallicoatgroup.com/","",""
"The MetroHealth System","","","","","","","http://www.metrohealth.org/","",""
"The MetroHealth System","","","","","","","http://www.metrohealth.org/","",""
"The Presidents’ Council","","","","","","","http://www.thepresidentscouncil.com/","",""
"The Presidents’ Council","","","","","","","http://www.thepresidentscouncil.com/","",""
"The Reading Room CLE","","","","","","","http://www.readingroomcle.org/","",""
"The Reading Room CLE","","","","","","","http://www.readingroomcle.org/","",""
"The Red Twig Floral Design Studio","","","","","","","https://redtwigdesigns.com/","",""
"The Red Twig Floral Design Studio","","","","","","","https://redtwigdesigns.com/","",""
"The Shinn Law Firm, LLC","","","","","","","http://www.shinnlawfirm.com/","",""
"The Shinn Law Firm, LLC","","","","","","","http://www.shinnlawfirm.com/","",""
"The Thresholds Group","","","","","","","","",""
"The Thresholds Group","","","","","","","","",""
"The Urban Orchid","","","","","","","http://theurbanorchid.com/","",""
"The Urban Orchid","","","","","","","http://theurbanorchid.com/","",""
"The Well CDC","","","","","","","https://www.thewellakron.com/","",""
"The Well CDC","","","","","","","https://www.thewellakron.com/","",""
"The Young Latino Network","","","","","","","https://ylncle.org/","",""
"The Young Latino Network","","","","","","","https://ylncle.org/","",""
"The Yunker Group","","","","","","","http://www.theyunkergroup.com/","",""
"The Yunker Group","","","","","","","http://www.theyunkergroup.com/","",""
"Thellian Coaching, LLC","","","","","","","https://www.linkedin.com/in/guy-thellian-he-him-his-5988951/","",""
"Thompson Hine LLP","","","","","","","http://www.thompsonhine.com/","",""
"Thompson Hine LLP","","","","","","","http://www.thompsonhine.com/","",""
"Thrive Coaching & Consulting","","","","","","","http://www.helpingyouthrive.net/","",""
"Thrive Coaching & Consulting","","","","","","","http://www.helpingyouthrive.net/","",""
"Thriveworks Middleburg Heights","","","","","","","https://thriveworks.com/cleveland-south-counseling","",""
"Thriveworks Middleburg Heights","","","","","","","https://thriveworks.com/cleveland-south-counseling","",""
"Toolbar Graphics","","","","","","","http://www.toolbargraphics.com/","",""
"Trans Ohio","","","","","","","http://transohio.org/","",""
"TransHumanity","","","","","","","https://transhumanity.wixsite.com/transhumanity","",""
"TransHumanity","","","","","","","https://transhumanity.wixsite.com/transhumanity","",""
"Transwellness Resources & Support Network","","","","","","","https://www.facebook.com/TransWellnessNetwork","",""
"Transwellness Resources & Support Network","","","","","","","https://www.facebook.com/TransWellnessNetwork","",""
"TRIAD Communications","","","","","","","http://www.triadadv.com/","",""
"TRIAD Communications","","","","","","","http://www.triadadv.com/","",""
"Tri-C Corporate College","","","","","","","http://www.corporatecollege.com/","",""
"Tri-C Corporate College","","","","","","","http://www.corporatecollege.com/","",""
"Troy Bratz, REALTOR  Keller Williams Elevate","","","","","","","http://troybratz.kw.com/","",""
"Troy Bratz, REALTOR  Keller Williams Elevate","","","","","","","http://troybratz.kw.com/","",""
"Twist of Fate CLE LLC","","","","","","","http://twistoffatecle.com/","",""
"Twist of Fate CLE LLC","","","","","","","http://twistoffatecle.com/","",""
"Twist Social Club","","","","","","","http://www.twistsocialclub.com/","",""
"Twist Social Club","","","","","","","http://www.twistsocialclub.com/","",""
"United Church of Christ, National Ministries","","","","","","Humanresources@ucc.org","http://ucc.org/","",""
"United Church of Christ, National Ministries","","","","","","Humanresources@ucc.org","http://ucc.org/","",""
"Ursuline College Athletics","","","","","","","https://ursulinearrows.com/","",""
"Ursuline College Athletics","","","","","","","https://ursulinearrows.com/","",""
"Vitiman Kandie","","","","","","","https://www.vitimankandie.com/","",""
"Vampy Vegan","","","","","","","","",""
"Walder Studio","","","","","","","https://www.walderstudio.com/","",""
"Walder Studio","","","","","","","https://www.walderstudio.com/","",""
"Wedding in a Box, LLC","","","","","","","http://www.marrymewib.com/","",""
"Wedding in a Box, LLC","","","","","","","http://www.marrymewib.com/","",""
"West Park Kamm's Neighborhood Development","","","","","","","http://www.westparkkamms.org/","",""
"West Park Kamm's Neighborhood Development","","","","","","","http://www.westparkkamms.org/","",""
"Western Reserve Consulting","","","","","","","http://www.westernreserveconsulting.com/","",""
"Western Reserve Consulting","","","","","","","http://www.westernreserveconsulting.com/","",""
"Western Reserve Distillers","","","","","","","http://www.westernreservedistillers.com/","",""
"Western Reserve Distillers","","","","","","","http://www.westernreservedistillers.com/","",""
"Westfield","","","","","","DiversityEquityandInclusion@westfieldgrp.com","http://www.westfieldinsurance.com/","",""
"Westfield","","","","","","DiversityEquityandInclusion@westfieldgrp.com","http://www.westfieldinsurance.com/","",""
"Where the Heart Is Catering","","","","","","","https://www.wthicateringandevents.com/","",""
"Where the Heart Is Catering","","","","","","","https://www.wthicateringandevents.com/","",""
"Widenor Consulting LLC","","","","","","","https://www.widenorconsulting.com/","",""
"Widenor Consulting LLC","","","","","","","https://www.widenorconsulting.com/","",""
"WKYC Studios","","","","","","","https://www.wkyc.com/","",""
"WKYC Studios","","","","","","","https://www.wkyc.com/","",""
"Woodhouse Day Spa","","","","","","","https://cleveland.woodhousespas.com/","",""
"Woodhouse Day Spa","","","","","","","https://cleveland.woodhousespas.com/","",""
"Work in Progress Consulting","","","","","","","http://www.workinprogressconsulting.net/","",""
"Work in Progress Consulting","","","","","","","http://www.workinprogressconsulting.net/","",""
"WovenSmart LLC","","","","","","","http://www.wovensmart.com/","",""
"WovenSmart LLC","","","","","","","http://www.wovensmart.com/","",""
"WrightPath Solutions","","","","","","","http://www.wrightpathsolutions.com/","",""
"WTWH Media LLC","","","","","","","http://www.wtwhmedia.com/","",""
"WTWH Media LLC","","","","","","","http://www.wtwhmedia.com/","",""
"Wax Mage Records","","","","","","","http://www.waxmage.com/","",""
"Wendy Cutler","","","","","","","","",""
"West Bay Construction","","","","","","","https://westbayco.com/","",""
